season,player_club,player_name,games_played,minutes_played,dead_ball_scas_per_90,dead_ball_taken_pc,corner_taken_pc,free_kick_taken_pc,non_gk_dead_ball_pc,dead_ball_sc_pc,dead_ball_gc_pc,team_dead_ball_scas,team_dead_ball_gcas,team_dead_ball_sc_pc,taker_type,dead_ball_success_rate
2024,Arsenal,Declan Rice,25,2250,1.16,0.17,0.428,0.245,0.17,0.453,0.2,64,10,0.086,Starter,0.156
2024,Arsenal,Bukayo Saka,14.4,1296,1.18,0.064,0.258,0.026,0.064,0.266,0.5,64,10,0.086,Starter,0.156
2024,Arsenal,Martin Ødegaard,20.2,1818,0.5,0.09,0.186,0.103,0.09,0.156,0.1,64,10,0.086,Starter,0.156
2024,Aston Villa,Youri Tielemans,28.4,2556,1.06,0.154,0.412,0.207,0.154,0.448,1,67,3,0.103,Starter,0.045
2024,Aston Villa,Lucas Digne,23.9,2151,0.71,0.21,0.305,0.106,0.21,0.254,0,67,3,0.103,Starter,0.045
2024,Aston Villa,Marco Asensio,2.6,234,1.15,0.009,0.048,0.003,0.009,0.045,0,67,3,0.103,Other,0.045
2024,Bournemouth,Lewis Cook,27.6,2484,0.58,0.186,0.349,0.25,0.186,0.296,0.2,54,5,0.064,Starter,0.093
2024,Bournemouth,Marcus Tavernier,16.7,1503,0.72,0.099,0.231,0.107,0.099,0.222,0.6,54,5,0.064,Starter,0.093
2024,Bournemouth,Justin Kluivert,21.5,1935,0.37,0.074,0.161,0.028,0.074,0.148,0,54,5,0.064,Starter,0.093
2024,Bournemouth,Ryan Christie,23.5,2115,0.3,0.056,0.14,0.083,0.056,0.13,0.2,54,5,0.064,Starter,0.093
2024,Brentford,Bryan Mbeumo,29.9,2691,0.5,0.122,0.485,0.173,0.122,0.294,0.286,51,7,0.082,Starter,0.137
2024,Brentford,Mikkel Damsgaard,25,2250,0.44,0.111,0.331,0.099,0.111,0.216,0.429,51,7,0.082,Starter,0.137
2024,Brentford,Mathias Jensen,8.2,737.99999999999989,1.1,0.065,0.096,0.052,0.065,0.176,0.143,51,7,0.082,Starter,0.137
2024,Brentford,Kevin Schade,18.5,1665,0.32,0.051,0,0,0.051,0.118,0,51,7,0.082,Starter,0.137
2024,Brentford,Michael Kayode,0.4,36,5,0.007,0,0,0.007,0.039,0,51,7,0.082,Other,0.137
2024,Brighton,Pervis Estupiñán,19.8,1782,0.66,0.165,0.252,0.046,0.165,0.241,0,54,5,0.075,Starter,0.093
2024,Brighton,Yasin Ayari,17,1530,0.65,0.063,0.19,0.075,0.063,0.204,0.4,54,5,0.075,Starter,0.093
2024,Brighton,Yankuba Minteh,14.1,1269,0.57,0.031,0.109,0.026,0.031,0.148,0,54,5,0.075,Starter,0.093
2024,Brighton,Matt O'Riley,5.4,486.00000000000006,0.93,0.033,0.15,0.026,0.033,0.093,0,54,5,0.075,Other,0.093
2024,Brighton,James Milner,1.9,171,1.05,0.009,0.041,0.012,0.009,0.037,0,54,5,0.075,Other,0.093
2024,Chelsea,Cole Palmer,27.1,2439,0.77,0.154,0.405,0.119,0.154,0.467,0,45,3,0.055,Starter,0.067
2024,Chelsea,Enzo Fernández,23.8,2142,0.55,0.097,0.341,0.122,0.097,0.289,0.667,45,3,0.055,Starter,0.067
2024,Crystal Palace,Eberechi Eze,22.4,2015.9999999999998,1.03,0.154,0.407,0.202,0.154,0.411,0.167,56,6,0.082,Starter,0.107
2024,Crystal Palace,Will Hughes,18.2,1638,0.77,0.085,0.304,0.094,0.085,0.25,0.5,56,6,0.082,Starter,0.107
2024,Crystal Palace,Adam Wharton,10.3,927.00000000000011,0.58,0.028,0.126,0.036,0.028,0.107,0,56,6,0.082,Starter,0.107
2024,Everton,Dwight McNeil,12.7,1143,1.42,0.094,0.31,0.164,0.094,0.367,0.333,49,3,0.087,Starter,0.061
2024,Everton,Jesper Lindstrøm,13.8,1242,0.51,0.045,0.198,0.064,0.045,0.143,0,49,3,0.087,Starter,0.061
2024,Everton,James Garner,10.4,936,0.67,0.069,0.111,0.047,0.069,0.143,0.333,49,3,0.087,Starter,0.061
2024,Everton,Ashley Young,17.4,1565.9999999999998,0.34,0.203,0.103,0.099,0.203,0.122,0,49,3,0.087,Starter,0.061
2024,Everton,Jack Harrison,17.5,1575,0.34,0.044,0.175,0.07,0.044,0.122,0,49,3,0.087,Starter,0.061
2024,Fulham,Andreas Pereira,17.8,1602,1.97,0.147,0.544,0.139,0.147,0.565,0.667,62,3,0.084,Starter,0.048
2024,Fulham,Saša Lukić,20,1800,0.55,0.066,0.244,0.103,0.066,0.177,0,62,3,0.084,Starter,0.048
2024,Fulham,Harrison Reed,0.9,81,1.11,0.005,0.006,0.01,0.005,0.016,0,62,3,0.084,Other,0.048
2024,Ipswich Town,Leif Davis,27.3,2457,1.32,0.28,0.628,0.199,0.28,0.61,0,59,2,0.115,Starter,0.034
2024,Ipswich Town,Ben Johnson,11.6,1044,0.6,0.077,0.074,0.035,0.077,0.119,0,59,2,0.115,Starter,0.034
2024,Leicester City,Facundo Buonanotte,15,1350,0.67,0.052,0.2,0.083,0.052,0.27,0.667,37,3,0.081,Starter,0.081
2024,Leicester City,Harry Winks,17.1,1539.0000000000002,0.41,0.057,0.152,0.138,0.057,0.189,0.333,37,3,0.081,Starter,0.081
2024,Leicester City,Jordan Ayew,14.6,1314,0.41,0.036,0.2,0.039,0.036,0.162,0,37,3,0.081,Starter,0.081
2024,Leicester City,Victor Bernth Kristiansen,25.9,2331,0.23,0.228,0.162,0.157,0.228,0.162,0,37,3,0.081,Starter,0.081
2024,Liverpool,Trent Alexander-Arnold,23.8,2142,0.59,0.23,0.247,0.186,0.23,0.292,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Alexis Mac Allister,24.5,2205,0.53,0.064,0.237,0.075,0.064,0.271,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Andrew Robertson,23.4,2106,0.38,0.211,0.284,0.137,0.211,0.188,0,48,3,0.053,Starter,0.063
2024,Liverpool,Kostas Tsimikas,5.7,513,0.88,0.061,0.134,0.023,0.061,0.104,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Harvey Elliott,1.4,125.99999999999999,1.43,0.01,0.021,0.007,0.01,0.042,0,48,3,0.053,Other,0.063
2024,Manchester City,Phil Foden,18.1,1629.0000000000002,0.99,0.071,0.204,0.066,0.071,0.34,0.333,53,3,0.06,Starter,0.057
2024,Manchester City,Kevin De Bruyne,12.3,1107,1.38,0.099,0.301,0.053,0.099,0.321,0.333,53,3,0.06,Starter,0.057
2024,Manchester City,İlkay Gündoğan,18,1620,0.44,0.082,0.209,0.086,0.082,0.151,0.333,53,3,0.06,Starter,0.057
2024,Manchester Utd,Bruno Fernandes,27.4,2466,1.02,0.184,0.481,0.329,0.184,0.444,0.5,63,4,0.088,Starter,0.063
2024,Manchester Utd,Christian Eriksen,9,810,1.56,0.07,0.305,0.08,0.07,0.222,0.5,63,4,0.088,Starter,0.063
2024,Manchester Utd,Amad Diallo,17.7,1593,0.51,0.064,0.182,0.012,0.064,0.143,0,63,4,0.088,Starter,0.063
2024,Newcastle Utd,Lewis Hall,24.3,2187,0.74,0.264,0.344,0.218,0.264,0.353,0.25,51,4,0.073,Starter,0.078
2024,Newcastle Utd,Anthony Gordon,23.4,2106,0.43,0.098,0.313,0.067,0.098,0.196,0.25,51,4,0.073,Starter,0.078
2024,Newcastle Utd,Kieran Trippier,8.7,782.99999999999989,1.03,0.135,0.188,0.096,0.135,0.176,0,51,4,0.073,Starter,0.078
2024,Nott'ham Forest,Elliot Anderson,22.7,2043,0.79,0.075,0.339,0.075,0.075,0.321,0.429,56,7,0.09,Starter,0.125
2024,Nott'ham Forest,Anthony Elanga,21.4,1925.9999999999998,0.75,0.096,0.496,0.091,0.096,0.286,0.286,56,7,0.09,Starter,0.125
2024,Nott'ham Forest,James Ward-Prowse,4.4,396.00000000000006,0.91,0.025,0.063,0.057,0.025,0.071,0.143,56,7,0.09,Other,0.125
2024,Southampton,Ryan Manning,11.7,1053,1.45,0.118,0.183,0.092,0.118,0.362,0.333,47,3,0.093,Starter,0.064
2024,Southampton,Mateus Fernandes,24.8,2232,0.44,0.133,0.357,0.157,0.133,0.234,0.333,47,3,0.093,Starter,0.064
2024,Southampton,Yukinari Sugawara,16,1440,0.31,0.116,0.071,0.056,0.116,0.106,0,47,3,0.093,Starter,0.064
2024,Tottenham,Pedro Porro,25.3,2277,0.71,0.23,0.19,0.115,0.23,0.333,0.6,54,5,0.075,Starter,0.093
2024,Tottenham,Dejan Kulusevski,23.9,2151,0.5,0.062,0.295,0.01,0.062,0.222,0.2,54,5,0.075,Starter,0.093
2024,Tottenham,James Maddison,16.9,1520.9999999999998,0.59,0.084,0.267,0.097,0.084,0.185,0.2,54,5,0.075,Starter,0.093
2024,Tottenham,Son Heung-min,20.6,1854.0000000000002,0.39,0.049,0.162,0.032,0.049,0.148,0,54,5,0.075,Starter,0.093
2024,Tottenham,Mikey Moore,2.1,189,0.95,0.005,0.024,0,0.005,0.037,0,54,5,0.075,Other,0.093
2024,West Ham,Jarrod Bowen,25.3,2277,0.47,0.076,0.344,0.016,0.076,0.214,0.5,56,4,0.086,Starter,0.071
2024,West Ham,Emerson Palmieri,20.1,1809.0000000000002,0.55,0.175,0.188,0.071,0.175,0.196,0.25,56,4,0.086,Starter,0.071
2024,West Ham,Aaron Cresswell,6.5,585,1.08,0.079,0.07,0.11,0.079,0.125,0,56,4,0.086,Starter,0.071
2024,West Ham,Carlos Soler,12.7,1143,0.55,0.052,0.133,0.087,0.052,0.125,0,56,4,0.086,Starter,0.071
2024,West Ham,James Ward-Prowse,5.5,495,0.91,0.035,0.148,0.051,0.035,0.089,0,56,4,0.086,Other,0.071
2024,West Ham,Luis Guilherme,1.1,99.000000000000014,0.91,0.002,0.016,0,0.002,0.018,0,56,4,0.086,Other,0.071
2024,Wolves,Matheus Cunha,23.8,2142,0.42,0.134,0.544,0.135,0.134,0.25,0,40,2,0.071,Starter,0.05
2024,Wolves,Rayan Aït-Nouri,27.4,2466,0.36,0.214,0.146,0.11,0.214,0.25,0.5,40,2,0.071,Starter,0.05
2023,Arsenal,Bukayo Saka,32.4,2916,0.8,0.104,0.449,0.02,0.104,0.321,0.125,81,16,0.069,Starter,0.198
2023,Arsenal,Martin Ødegaard,34.3,3086.9999999999995,0.5,0.078,0.098,0.154,0.078,0.21,0.125,81,16,0.069,Starter,0.198
2023,Arsenal,Declan Rice,35.8,3221.9999999999995,0.45,0.081,0.177,0.135,0.081,0.198,0.313,81,16,0.069,Starter,0.198
2023,Aston Villa,Douglas Luiz,33.3,2996.9999999999995,1.02,0.156,0.433,0.25,0.156,0.442,0.5,77,8,0.085,Starter,0.104
2023,Aston Villa,Lucas Digne,26.8,2412,0.71,0.167,0.156,0.07,0.167,0.247,0,77,8,0.085,Starter,0.104
2023,Aston Villa,John McGinn,33.3,2996.9999999999995,0.27,0.054,0.16,0.06,0.054,0.117,0.125,77,8,0.085,Starter,0.104
2023,Bournemouth,Lewis Cook,31,2790,0.71,0.136,0.396,0.278,0.136,0.324,0,68,3,0.072,Starter,0.044
2023,Bournemouth,Marcus Tavernier,23.5,2115,0.6,0.084,0.251,0.079,0.084,0.206,0.667,68,3,0.072,Starter,0.044
2023,Bournemouth,Ryan Christie,32.3,2906.9999999999995,0.25,0.054,0.128,0.07,0.054,0.118,0.333,68,3,0.072,Starter,0.044
2023,Brentford,Mathias Jensen,24.5,2205,1.43,0.214,0.353,0.164,0.214,0.368,0.4,95,5,0.12,Starter,0.053
2023,Brentford,Bryan Mbeumo,21.8,1962,1.06,0.07,0.255,0.091,0.07,0.242,0.2,95,5,0.12,Starter,0.053
2023,Brentford,Sergio Reguilón,12.4,1116,0.89,0.072,0.147,0.101,0.072,0.116,0.4,95,5,0.12,Starter,0.053
2023,Brighton,Pascal Groß,34.6,3114,1.56,0.212,0.646,0.248,0.212,0.621,0.4,87,5,0.086,Starter,0.057
2023,Brighton,Solly March,6.2,558,1.29,0.027,0.058,0.017,0.027,0.092,0.2,87,5,0.086,Other,0.057
2023,Brighton,Valentín Barco,3.4,306,0.88,0.019,0.039,0.01,0.019,0.034,0,87,5,0.086,Other,0.057
2023,Burnley,Josh Brownhill,25,2250,0.76,0.08,0.278,0.11,0.08,0.275,0.2,69,5,0.093,Starter,0.072
2023,Burnley,Jóhann Berg Guðmundsson,13.2,1188,1.29,0.06,0.217,0.106,0.06,0.246,0.4,69,5,0.093,Starter,0.072
2023,Burnley,Jacob Bruun Larsen,13.9,1251,0.79,0.054,0.256,0.057,0.054,0.159,0,69,5,0.093,Starter,0.072
2023,Burnley,Mike Trésor,4.7,423,1.06,0.019,0.106,0.011,0.019,0.072,0,69,5,0.093,Other,0.072
2023,Chelsea,Conor Gallagher,34.8,3131.9999999999995,0.43,0.087,0.223,0.113,0.087,0.246,0.714,61,7,0.062,Starter,0.115
2023,Chelsea,Cole Palmer,29,2610,0.41,0.079,0.272,0.052,0.079,0.197,0,61,7,0.062,Starter,0.115
2023,Chelsea,Mykhailo Mudryk,17.5,1575,0.57,0.044,0.257,0.009,0.044,0.164,0.143,61,7,0.062,Starter,0.115
2023,Chelsea,Ben Chilwell,8.4,756,0.95,0.052,0.104,0.025,0.052,0.131,0,61,7,0.062,Starter,0.115
2023,Chelsea,Joshua Acheampong,0.1,9,10,0.001,0,0,0.001,0.016,0,61,7,0.062,Other,0.115
2023,Crystal Palace,Eberechi Eze,22.8,2052,1.18,0.102,0.399,0.134,0.102,0.37,0,73,3,0.092,Starter,0.041
2023,Crystal Palace,Michael Olise,14.2,1278,1.06,0.079,0.23,0.109,0.079,0.205,0.333,73,3,0.092,Starter,0.041
2023,Crystal Palace,Will Hughes,21,1890,0.43,0.051,0.096,0.047,0.051,0.123,0,73,3,0.092,Starter,0.041
2023,Crystal Palace,Matheus França,2.6,234,1.15,0.007,0.051,0.002,0.007,0.041,0,73,3,0.092,Other,0.041
2023,Everton,Dwight McNeil,32.1,2889,1.03,0.129,0.453,0.247,0.129,0.458,0.8,72,5,0.087,Starter,0.069
2023,Everton,James Garner,33.4,3006,0.66,0.127,0.326,0.194,0.127,0.306,0.2,72,5,0.087,Starter,0.069
2023,Everton,Ashley Young,25.3,2277,0.4,0.173,0.105,0.134,0.173,0.139,0,72,5,0.087,Starter,0.069
2023,Fulham,Andreas Pereira,29,2610,1.66,0.172,0.698,0.18,0.172,0.608,0.667,79,6,0.09,Starter,0.076
2023,Fulham,Willian,22.8,2052,0.66,0.04,0.17,0.046,0.04,0.19,0,79,6,0.09,Starter,0.076
2023,Liverpool,Andrew Robertson,18.8,1692,1.76,0.15,0.314,0.105,0.15,0.287,0.25,115,8,0.084,Starter,0.07
2023,Liverpool,Trent Alexander-Arnold,23.9,2151,1.38,0.217,0.247,0.196,0.217,0.287,0.375,115,8,0.084,Starter,0.07
2023,Liverpool,Dominik Szoboszlai,23.4,2106,0.9,0.105,0.23,0.087,0.105,0.183,0,115,8,0.084,Starter,0.07
2023,Liverpool,Kostas Tsimikas,7.5,675,1.2,0.069,0.101,0.036,0.069,0.078,0,115,8,0.084,Other,0.07
2023,Luton Town,Alfie Doughty,32.5,2925,1.45,0.355,0.744,0.258,0.355,0.653,0.714,72,7,0.097,Starter,0.097
2023,Luton Town,Ross Barkley,29.1,2619,0.38,0.101,0.079,0.272,0.101,0.153,0.286,72,7,0.097,Starter,0.097
2023,Manchester City,Julián Álvarez,29.4,2646,0.95,0.132,0.451,0.061,0.132,0.444,0.2,63,5,0.05,Starter,0.079
2023,Manchester City,Kevin De Bruyne,13.6,1224,1.25,0.089,0.241,0.056,0.089,0.27,0.6,63,5,0.05,Starter,0.079
2023,Manchester City,Phil Foden,31.7,2853,0.28,0.057,0.175,0.046,0.057,0.143,0.2,63,5,0.05,Starter,0.079
2023,Manchester Utd,Bruno Fernandes,34.6,3114,1.39,0.199,0.674,0.215,0.199,0.608,0.75,79,4,0.08,Starter,0.051
2023,Manchester Utd,Luke Shaw,10.7,962.99999999999989,0.84,0.074,0.085,0.057,0.074,0.114,0,79,4,0.08,Starter,0.051
2023,Manchester Utd,Christian Eriksen,12.7,1143,0.63,0.039,0.116,0.084,0.039,0.101,0,79,4,0.08,Starter,0.051
2023,Manchester Utd,Jadon Sancho,0.9,81,1.11,0.001,0.004,0,0.001,0.013,0.25,79,4,0.08,Other,0.051
2023,Newcastle Utd,Kieran Trippier,24.8,2232,1.13,0.294,0.583,0.245,0.294,0.406,0.429,69,7,0.07,Starter,0.101
2023,Newcastle Utd,Anthony Gordon,32.1,2889,0.56,0.063,0.26,0.031,0.063,0.261,0.286,69,7,0.07,Starter,0.101
2023,Newcastle Utd,Bruno Guimarães,36.3,3266.9999999999995,0.22,0.081,0.016,0.225,0.081,0.116,0,69,7,0.07,Starter,0.101
2023,Nott'ham Forest,Morgan Gibbs-White,35.1,3159,1.08,0.171,0.655,0.297,0.171,0.567,0.6,67,5,0.086,Starter,0.075
2023,Nott'ham Forest,Harry Toffolo,16.2,1458,0.43,0.1,0.088,0.049,0.1,0.104,0,67,5,0.086,Starter,0.075
2023,Sheffield Utd,Gustavo Hamer,32.3,2906.9999999999995,0.68,0.131,0.553,0.204,0.131,0.379,0.5,58,2,0.097,Starter,0.034
2023,Sheffield Utd,Oliver Norwood,16,1440,0.75,0.082,0.248,0.261,0.082,0.207,0,58,2,0.097,Starter,0.034
2023,Sheffield Utd,Jack Robinson,32.1,2889,0.22,0.177,0,0.152,0.177,0.121,0.5,58,2,0.097,Starter,0.034
2023,Tottenham,Pedro Porro,34.3,3086.9999999999995,0.82,0.273,0.427,0.103,0.273,0.467,0.429,60,7,0.057,Starter,0.117
2023,Tottenham,James Maddison,23.7,2133,0.93,0.101,0.41,0.108,0.101,0.367,0.143,60,7,0.057,Starter,0.117
2023,Tottenham,Ivan Perišić,1.1,99.000000000000014,0.91,0.002,0.004,0.002,0.002,0.017,0.143,60,7,0.057,Other,0.117
2023,West Ham,James Ward-Prowse,33.3,2996.9999999999995,1.53,0.179,0.721,0.25,0.179,0.567,0.636,90,11,0.116,Starter,0.122
2023,West Ham,Vladimír Coufal,34.8,3131.9999999999995,0.52,0.25,0.006,0.053,0.25,0.2,0,90,11,0.116,Starter,0.122
2023,Wolves,Pablo Sarabia,19.4,1745.9999999999998,1.34,0.099,0.455,0.096,0.099,0.388,0.571,67,7,0.091,Starter,0.104
2023,Wolves,Pedro Neto,16.8,1512,0.89,0.055,0.218,0.065,0.055,0.224,0.286,67,7,0.091,Starter,0.104
2023,Wolves,Rayan Aït-Nouri,25.9,2331,0.35,0.105,0.051,0.067,0.105,0.134,0,67,7,0.091,Starter,0.104
2023,Wolves,Matheus Nunes,2,180,1,0.006,0.006,0.011,0.006,0.03,0,67,7,0.091,Other,0.104
2022,Arsenal,Bukayo Saka,35.3,3176.9999999999995,0.76,0.095,0.444,0.025,0.095,0.346,0.667,78,6,0.075,Starter,0.077
2022,Arsenal,Martin Ødegaard,34.7,3123.0000000000005,0.43,0.08,0.081,0.182,0.08,0.192,0,78,6,0.075,Starter,0.077
2022,Arsenal,Gabriel Martinelli,31,2790,0.26,0.064,0.283,0.028,0.064,0.103,0,78,6,0.075,Starter,0.077
2022,Aston Villa,Douglas Luiz,32.5,2925,0.8,0.153,0.549,0.261,0.153,0.542,0.5,48,2,0.064,Starter,0.042
2022,Aston Villa,John McGinn,29.9,2691,0.33,0.04,0.154,0.054,0.04,0.208,0.5,48,2,0.064,Starter,0.042
2022,Bournemouth,Lewis Cook,19.1,1719.0000000000002,0.42,0.044,0.104,0.106,0.044,0.178,0.2,45,5,0.073,Starter,0.111
2022,Bournemouth,Marcus Tavernier,19.4,1745.9999999999998,0.36,0.079,0.292,0.07,0.079,0.156,0.4,45,5,0.073,Starter,0.111
2022,Bournemouth,Hamed Junior Traorè,4.7,423,1.49,0.022,0.125,0.027,0.022,0.156,0,45,5,0.073,Starter,0.111
2022,Bournemouth,Joe Rothwell,11.3,1017.0000000000001,0.53,0.043,0.146,0.08,0.043,0.133,0.2,45,5,0.073,Starter,0.111
2022,Bournemouth,Ryan Christie,20.4,1835.9999999999998,0.25,0.022,0.139,0.01,0.022,0.111,0,45,5,0.073,Starter,0.111
2022,Brentford,Mathias Jensen,31.1,2799,1.51,0.319,0.466,0.313,0.319,0.49,0.571,96,7,0.139,Starter,0.073
2022,Brentford,Bryan Mbeumo,32.3,2906.9999999999995,0.84,0.11,0.436,0.179,0.11,0.281,0.286,96,7,0.139,Starter,0.073
2022,Brentford,Saman Ghoddos,1.5,135,1.33,0.009,0.025,0.011,0.009,0.021,0,96,7,0.139,Other,0.073
2022,Brighton,Pascal Groß,36,3240,1.11,0.226,0.601,0.22,0.226,0.548,0.667,73,3,0.068,Starter,0.041
2022,Brighton,Solly March,30.2,2718,0.5,0.096,0.305,0.035,0.096,0.205,0.333,73,3,0.068,Starter,0.041
2022,Chelsea,Ben Chilwell,15.6,1404,1.09,0.136,0.249,0.057,0.136,0.258,0.333,66,3,0.077,Starter,0.045
2022,Chelsea,Mason Mount,18.3,1647,0.49,0.047,0.163,0.039,0.047,0.136,0,66,3,0.077,Starter,0.045
2022,Chelsea,Lewis Hall,7.3,657,0.82,0.039,0.062,0.016,0.039,0.091,0,66,3,0.077,Other,0.045
2022,Crystal Palace,Michael Olise,30.5,2745,1.21,0.153,0.683,0.138,0.153,0.552,0.667,67,6,0.09,Starter,0.09
2022,Crystal Palace,Eberechi Eze,29.3,2637,0.72,0.1,0.274,0.154,0.1,0.313,0.167,67,6,0.09,Starter,0.09
2022,Everton,Dwight McNeil,27.8,2502,1.29,0.114,0.351,0.189,0.114,0.462,0.6,78,5,0.108,Starter,0.064
2022,Everton,Demarai Gray,27.9,2511,0.9,0.138,0.425,0.216,0.138,0.321,0.4,78,5,0.108,Starter,0.064
2022,Everton,Alex Iwobi,37.5,3375,0.24,0.047,0.098,0.011,0.047,0.115,0,78,5,0.108,Starter,0.064
